id,comment,category,label,note
2474,shytanke pathr mara ucit,,Negative,
2475,oh buira maler khdder,,Negative,
2476,"mal uccarne ma ase age, ma mal hle apni ami maler sntan, ar islam dhrme nti uccarn nishedh ache, apnar mal kemn ache?",,Neutral,
2477,"annere tar bhkt hisabe nobel chure marenai ken ekhno bujhlam na,,,mrar pr or sathei jen eki jaygay bsbas krte paren duya rilo,,,",,Negative,
2478,nastiker bhkt hisebe apnar jnj rilo pran dhala hagur shubheccha,,Negative,
2479,besh bhalo blechen à¥¤,,Positive,
2480,nastik uni ar saport tar rao oirkmeri hbe,,Negative,
2481,tare tor bhalo lagle tor ma bonder cul kete shart pjant prijà¦¼e disà¥¤,,Negative,
2482,tar onek lekha prechià¥¤prlei bojha jay oti km jnan o km jana ekjn manush jar pkshe sthik o bhal kichu lekha smbhb naà¥¤à¥¤ take intarpol pulisher madhjme dhre ene dhrm obmannar jnj bicar kra hokà¥¤ or bak sbadhiinta smprke jnaner obhab! seekjn khanti islam bidbeshiià¥¤,,Negative,
2483,"ami boka o cudi, bhalo o cudi apni o apnar pribar prijn kon kjatagrite?",,Negative,
2484,"ami mne kri prtita manusheri mt prkash krar sbadhiinta thaka ucità¥¤ onjera ta manbe ki manbena seta tar bjktigt bjaparà¥¤ e bishye jor jbrdsti kra, take htja kra ba desh theke ber kre deoya thik nyà¥¤",,Positive,
2485,"à§¨à§® bchr ager bangladesh theke brtman bangladesh ktta pribrtn hyeche ei prshner jbabe tar bktbj hlo hijab pra bereche, msjid bereche, madrasa bereche manush dhrmke onek beshi mantecheà¥¤ ei hlo tar asl culkanir jayga, se to lekhk ny se lekhker nam kre smaje ekta dhrmbiddhesh chriye deoyar ckrante liptà¥¤ ar upsthapko je tar mti ekjn nastikmna setao bishesh lkshniiy chiloà¥¤",,Negative,
2486,tar er ktha shune o htbhagi ke dekhe onek rag uthchilo!ðŸ˜¡ pre abar pheraun er ktha mne kre nijeke santna dilam |,,Negative,
2487,"je doshe dusht hye tini deshe thakte paren naià¥¤ se doshe amra onekei dushtà¥¤ phesbuker lekha prjalocna krle aro bhyngkr sb lekha paoya jabeà¥¤ tara to desh charenni, chara ucito nyà¥¤ unar deshe pherar odhikar ryecheà¥¤",,Positive,
2488,"na,tini bodh hy stjer pksheà¥¤ amio stjer pksheà¥¤ asle sbai stjer pkshei thaka ucità¥¤",,Positive,
2489,"jhir ik bad dile,bal hye jabeà¥¤apni mne hy tar bal",,Negative,
2490,ami take ke deshe ene ei loktar sathe biye deyar dabi janacchià¥¤,,Negative,
2491,o bejà¦¼adb bangladeshe asle juta dijà¦¼e mere kutta diye khaoyai deoya ucit,,Negative,
2492,"njà¦¼a kuttar agmn,",,Negative,
2493,tui to magiir dalal,,Negative,
2494,"tumi nsht shala tar kache curi tagi pre biya bs, bdmayesh, khbichà¥¤",,Negative,
2495,uni islam bidbeshi lekhkà¥¤,,Negative,
2496,"age unake bhul bujhtam mollader ktha shuneià¥¤ kintu jkhn nijei nijer medha diyei tanr lekha pre jacai krlam tkhni dekhi seto bhalo lekhk ebng khubi jouktik manushà¥¤ tahle take ken deshchara kra hl? jouktik smalocna krile desh charar mt opradh hye jay? tahle mollara bidhrmiider smalocna krar odhikar pay kothay? ekta lok jdi itrami, galagali, katakati maramarir mt kharap kaj na krei shudhu bhal ktha ba juktir madhjmei alocna smalocna kre tahle se kharap hbe ken ba desh chara hbe ken? seki mollader guya mereche? naki jouktik ktha blar karnei take deshchara kreche mollara? unake bhinn mt thaktei pareà¥¤ smalocna krar odhikar tanr acheà§· jdi smalocna krar odhikar unar na thake tbe mollader thakbe ken? mollara hindu dhrm bouddh dhrmer biruddhe oyaj kre ken? uni jdi mollader biruddhe ktha ble blei take bharte pathano ucit hy, tbe mollader oyaj bi-pustk gulote onj dhrmer smalocna thakle molla o bi-pustkgulokei pedani mere pakistan pathanoo ucit hbeà§·",,Positive,
2497,apnar mt kushikshaprapt ojnara muurkhrai tar namer beshjar pkshe ktha ble?,,Negative,
2498,ei nastik ptita ke niye niuj ptrika eto matamati othc kt muktijoddha na kheye pre ache kt desh premik er pete bhat nei thakar jayga nei,,Negative,
2499,magi deshe asile kurbanir grur mt jbai kra hbe bangladeshe ei nastik mhilar jaiga hbe na,,Negative,
2500,se to nastik,,Negative,
2501,se à§§dalal chara kichu na..?,,Negative,
2502,se jebhabe prkashje islamer biruddhe likheche ta onj keu ki likheche bhai? ami dekhini tai bllamà¥¤ lingk diyen smbhb hle,,Neutral,
2503,"tomake nirbasn krte hbe mne hy,",,Negative,
2504,tar nongra odhikar se nijei praktikjal bastbajà¦¼it kruk,,Negative,
2505,bitrkit bjkti deshe pherar odhikar nai jngn cajà¦¼ na â€Œ,,Negative,
2506,"ekhno smjà¦¼ ache allahr kache toba krar, mhan allah apnake sthik bujh dan kruk aminà¥¤",,Neutral,
2507,amar mte se kon sahitjik nyà¥¤islam o kichu prtha biruddhei tar ekmatr hatiyar,,Neutral,
2508,motadage islam o islamii riitiniiti birodhiita krai tar lkshj o uddeshjà¥¤ smaj o rashtre prclit onjanj hajaro osnggti nijà¦¼e unar kon prtibad neià¥¤,,Negative,
2509,islam birodhiider deshe anar kon prjà¦¼ojn nei,,Negative,
2510,lekhar jbab lekhar madhjmei hoya ucità¥¤kauke desh chara kre ba akrmn kre nyà¥¤,,Positive,
2511,"bhdrmhila tar prtibadii hoyar karn sbrup jesb bllen, sesb stjà¥¤ ami bishbas kri tini prtibadiià¥¤ kintu tar prtibadii mnobhab sthik pthe phute othenià¥¤ tini prtibad bsht amader gota smajkei ghà§ƒna krte shuru krechilen, ja tar cinta, cetna kingba lekhatei bojha jayà¥¤ tini eksmy pshcimader khel tamasha dekhe bhebechilen setai bujhi sbhjta, sekhanei bujhi manush tar smpuurn odhikar aday kre nite pareà¥¤ kintu tar bojha ucit chilo ekta nirbicchinn bhogbadii ondh smaj kkhno sbhj hte parenaà¥¤ tini je smajer sbpn dekhen, se smaj brng sbcchltar dike egiye thakte pare (jdio amader thekei lutpat kra sbcchlta) kintu prkà§ƒtpkshe amader ceye kyek gun beshi osbhjà¥¤ tini kkhno tar iuropiyan bndhuder jijnes krechilen, tara jiibne ktobar reper sbiikar hyeche? othc amader deshe smaj dbara agle rakha ma bon sei tulnay bhaloi acheà¥¤ aro bhalo thakto, jdi pshcima ar bhartiiy osbhj midiya ederke hipnotaij na krtoà¥¤ deshe theke kono kichur bhul sbpn dekha ar sekhane giye prtjksh bhabe dekhar mdhje onek pharakà¥¤ jdi tini prtibad sbrup manushke ushke diye ba abege aghat na kre sthik bhabe kaj krten, tahle take ar desh chere jete hto naà¥¤ ami bishbas kri, se jdi kkhno jmiye rakha kshobh, ohngkar, iirsha bisrjn kre arekbar bhabte bsen, tahle tini cir stjke brn krte parbenà¥¤ othba tar cikitsar pryojnà¥¤",,Neutral,
2512,apnare se dake.jan bharte gijà¦¼e dujne dujnar hn.bangladeshke opbitr krben na.se jekhane jajà¦¼ jutar bari khajà¦¼.,,Negative,
2513,"bnjra bne sundr, shishura matà§ƒkole,, ar nastik take kamathipura beshjalye,, take sekhanei manajà¦¼ jar je obsthan , bangladeshe njà¦¼ à¥¤",,Negative,
2514,"tar odhikar caià¥¤ tar mtamt, bishbas, dhjan-dharna bhiishn bhinn hte pareà¥¤ tai ble deshe ken phirte deojà¦¼a hbe na?!",,Positive,
2515,karn o ekta pagli.... paglami krbe tai indiyar paglder kache pathano hyecheà¥¤,,Negative,
2516,jiibnt kingbdntii,,Positive,
2517,khub duhkh lageà¥¤e kemn desh jekhane prtibadii krle nirbasne jete hbeà¥¤emn smaj ke dhikkar janaià¥¤,,Positive,
2518,aha ptitar jnj ki drd,,Negative,
2519,dhikkar kheye tui age mr grur bacchaðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,,Negative,
2520,tui mne hjà¦¼ tar jarj pola,,Negative,
2521,tui to jarjer jarj tor babakei cihnit kra smbhb hcche naà¥¤ amio tar mdhje achià¥¤ amar biij tor mdhje ache bujha jayà¥¤à¥¤ muslimder sbbhab tor mto naà¥¤à¥¤ bhuuya muslimà¥¤ nishcyi jnggi tor babaà¥¤à¥¤,,Negative,
2522,unito khub bhal manush chilenðŸ˜¡ðŸ˜¡ðŸ˜¡à¥¤ bhalmanusherai bhalmanushke cene ar ebhabe drder tarnay khuje ber kreà¥¤,,Neutral,
2523,"olp bidja bhyngkrià§· tar lekha chra glp, gdj bishber besh kyekti desher pathjpustke sthan peyecheà§· shudhumatr tar biruddhe bishdgar shune shune br hyechen, ejnj tar smprke dharnatao orkm sngkiirn hye gecheà§· jdio ami bjktigtbhabe take temn ekta pchnd kri na, kintu lekhk hisebe tar prtibha acheà§· ar, sbceye br ktha take islam bidbeshii baniyeche banglar talibani bhabadrsher lokjnraià§·",,Neutral,
2524,"bangladesher manush take moteo ghà§ƒna kre na, ghà§ƒna kre tar ktha ebng kajkeà¥¤ se dhrm mane na besh bhalo ktha, kintu dhrm nijà¦¼e nongra ktha blar odhikar take ke dijà¦¼eche?",,Negative,
2525,apni tanr bi kyta prechen? ebhabe otjacar kra hle to likhbei na?,,Positive,
2526,bys bartache kastmar kmtache tai desher prti drd utlaiya uthtache,,Negative,
2527,amio to kastomar chilam ek mhilarà¥¤ tar grbhe ek sntan jnm nilà¥¤ adr kre nam rekhechilamh ujjbl ðŸ¤£ ekhn ar esb cudi naà¥¤,,Negative,
2528,kintu sbceye br stj hlo take bangladeshe purusher ceye nariira beshi opchnd kreà¥¤,,Negative,
2529,"ha ha haà¥¤ je nariira sara shriire agagora bsta pre ghr theke ber hye ""adrsh narii"" ba ""masik mdina"" kine aneà¥¤ sei nariira ghà§ƒna chara ar ki janbe??",,Negative,
2530,"apnar ognit pathk ache sara pà§ƒthibiite,stj tule dhrar mt st sahs sbar thake na ja apnar acheà¥¤ shrddha o bhalobasa apnar jnj... â™¥ï¸â™¥ï¸â™¥ï¸",,Positive,
2531,"darun ekjn lekhika,,, bence thakuk sbar majhe,,,,",,Positive,
2532,"jnm hok jthajth krm hok bhalo,,,jnmi jar papiir ghre tar mukhe bhalo kichu asha kra jay ki????",,Negative,
2533,tr ma lage khankir pola,,Negative,
2534,mre bhut hk shali,,Negative,
2535,oke manushe juta mareà¥¤,,Negative,
2536,"bhartiiyrao majhemdhje take jutapeta kre,bishbbehaya nahle ki bharte thake!!",,Negative,
2537,"darun ekjn lekhika,,, bence thakuk sbar dui uru'r majhe,,,,",,Negative,
2538,lekhar karne tar deshtjag othc manush gn htja kariira deshe br snmanit bjaktià¥¤,,Neutral,
2539,"se jttuku nariijatiike opmanit kreche eirkm onj keu itihas kre thakleo ta birlà¥¤ tachara sei ekjn maratmk srasri islam bidbeshii, srasri koran bidbeshii, samprdayik smpriiti binishtkarii, jghnj lebheler purush bidbeshii (jdio ognit purshke se nijeke biliye diyeche)à¥¤ shudhu matr muslmander dà§ƒshtikon theke ny manbik muuljbodh theke hleo tar smst ktha, likhni, bi, midiya dalalrke ainanug bhabe prtiht kra apnar manbik dayitb",,Negative,
2540,onar culkani acheà¥¤ allah hedayet krukà¥¤,,Negative,
2541,"didi apni stji manbtar prtik,apnar prti binmr shrddha ar bhalbasa,aro onekdin bence thakun ar ebhabe likhe janà¥¤",,Positive,
2542,bhalo hbe snilioner sathe kaje jog deoyaà¥¤,,Negative,
2543,ugr lekhika,,Negative,
2544,"amar dekha khub bhalo maner ekjn osbhj, behaya ar bikà§ƒt mner mhilaà¥¤",,Negative,
2545,"tar culkani shudhu moulbadii nijà¦¼e, islam nijà¦¼e ,onjra sbai sadhu ,ja ekjn lekhker jajà¦¼ naà¥¤ bangladeshiira nrdomar kiit , durgndh, khola akasher niice ulngg hjà¦¼e ptikariike pchnd kren naà¥¤",,Negative,
2546,"sahitjer kaj hcche manushke udar kra,stjer ktha, manbtar ktha bla, manushke kljaner pthprdrshn kraà¥¤ tar lekhnite oshliilta ar dhrmbidbesh chara kichui dekha jay naà¥¤ tar lekhnite dhrmiiy ugrbader prti manushke udbuddh kra hteà¥¤ sutrang, se sahitjk hisebe ny islam bidbeshii lekhika hisebe tar pricitià¥¤ take niye riport krate midiyagulor kon kredit neià¥¤ edhrner sangbadikta jngner kljaner ceye okljani bye anbeà¥¤ tai midiyagulor ucit kljanmukhii sngbad-prtibedn toiri kre jngner kljane kaj kraà¥¤",,Negative,
2547,shubheccha priy lekhika,,Positive,
2548,tui shala madar cud abar kon dhrner nastik,,Negative,
2549,tomar prti shrddha sei chot bela thekei didià¥¤ajo sebhabei shrddha kri ebng bhalbasià¥¤ðŸ¥°ðŸ¥°ðŸ¥°â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,,Positive,
2550,"amar mner ktha gulo blechen,onek dhoirj niye unar ktha gulo shunchilam",,Neutral,
2551,obshji tar deshe pherar odhikar acheà¥¤,,Positive,
2552,tini bitrkit bishbbndit lekhika sahitjikder smajbjbsthar gntantrik samprdajà¦¼ik smpriiti nariir odhikar narii nariir kshmtajà¦¼n purushtantrik smaje nariir sbadhiinta bli uddhà§ƒti bangladesh bangla bijà¦¼er mlat ami mis kri,,Neutral,
2553,sei jdi ekjn sahitjik hy tahle bujhte hbe dal me kuc kala hjayà¥¤ se kiser sahitjik? ki obdan ache tar? ekti muslim odhjusit desher manushke iimanhara kre oshliilta ar papacare nimjjit kre akhiratke brbad krar mishne nemechil bijatiiyder nemk kheyeà¥¤ se lekhk hisebe moteo gnj hoyar mto nyà¥¤ islam bidbeshii nastikder otirikt prcar prcarnar karne se beshii priciti peyecheà¥¤ se dabii kre dhrme bishbas kre naà¥¤ pheisbuke take riporter karne samyik bjnd kre rakhe ble aphsos krcheà¥¤ pheisbuko toirii kreche dhrmpnthii manushguloià¥¤ mark jakarbarg nijeo iyahudii dhrmer onusariià¥¤ tar jdi etoi hedam thake tbe pheisbuker mto arekti samajik midiyar jnm diye tar mtbad prcar krkà¥¤ tkhn dekha jet tar kthay kt manush kan deyà¥¤,,Negative,
2554,amar praner prtibha,,Positive,
2555,prkritir apu apni bangladesher ebng bangladeshi thakben e-i amar bishbas ar panc bchrer mdhjei,,Positive,
2556,apni ekjn mhan mhila!â¤,,Positive,
2557,ami hlph kre blte pari ei banglay jdi moulbadiider dant bhangga jbab deoya na hy tahle ei banglay khub shiggiri gà§ƒh juddh shuru hbeà¥¤ ar seta moulbadiider ghre ghre age shuru hbeà¥¤dhnjbad priy lekhikaà¥¤,,Positive,
2558,ei uni pdà¦¼ben kina jani naà¥¤ tbuo ami tomake blte cai ami tomake bhalobasià¥¤ apnar onek cinta amar cintar sathe mile jajà¦¼. allah apnake nirapd o shantite rakhun,,Positive,
2559,jesb sngbadkrmiira ei bikà§ƒt mstishk manusher sakshatkar nite pare ami mne kri tara eki goubrer phlnà¥¤,,Negative,
2560,nongra mansiktar pribrtn krte hbeà¥¤,,Negative,
2561,tini ekjn sahsii mhilaà¥¤,,Positive,
2562,apa kalema pre ntun kre muslman hon ekhno smy ache allah maph krben inshaallahà¥¤,,Neutral,
2563,apni likhe janà¥¤apnar lekha bhalo lageà¥¤,,Positive,
2564,"darun likhen,,,, shubhkamna sbsmyà¥¤",,Positive,
2565,muslmander jnj khali bansh redi rakhe bhalo to hbeià¥¤,,Negative,
2566,uni ruhani sntan amader ei apa...pdà¦¼ne pjant thakbe khali ganjà¦¼e thakbe...kpale kumdà¦¼ar mto ekta tip thakbe... nijer shriir jemn kharap upsthapna krte parbe...ei ruhani apar ttoi bhalo,,Negative,
2567,darun philosophar apni mhan,,Positive,
2568,shrddhanjli priy lekhk,,Positive,
2569,tini ekti mhan ebng bhal lekhika. tini bangladesher smpdà¥¤,,Positive,
2570,"se muslim nn, tbe tini ekjn nastik orthat srbshktiman allahr prti bishbasii nn orthat prkà§ƒti theke born otoà¥¤ se tar ma ebng babar prti bishbasii njà¦¼, karn se allahr prti bishbasii na hojà¦¼ar mto nishcit njà¦¼à¥¤ se emn praniir mto jar nijer smprke jana o bibek neià¥¤ sutrang, tar je kono lekha ebng dà§ƒshtibhnggi manusher kache grhnjogj hte pare na, tar mto khub samanj primaner keu muulj na dijà¦¼e shone ebng pdà¦¼eà¥¤",,Negative,
2571,"nijer lekhniir madhjme tarunjer madhjme lekhika hisebe sara bishbe nijeke prtishtha kra eta khubi bhalo,nitanti grber bishjà¦¼, kintu onar mne rakha ucit uni ekjn muslim, kajei onar lekhni ebng ktha jen dhrmer biruddhe na jajà¦¼à¥¤ kintu uni setai krlen ar nijeke bitrkit hisebe prtishthit krlen ! muslim hisebe dunijà¦¼ar pashapashi prkaler bishjà¦¼e cinta krata to prjà¦¼ojn chil ! prkal bleo ekta jinis ache, seta bhaben ebng tarpre lekhen, tarpre dekha jabe deshe asar jogjta orjn krte paren kina à¥¤",,Neutral,
2572,beche nite hyeche nirbasit jiibnâ€Œ kthata thik ny à¥¤ kes hyechiloà¥¤ srkar kayda kre take ber kre desher baire pathay à¥¤nindit hoyar karn tini nijei à¥¤,,Negative,
2573,amader bangladeshe moulbadiider et asphalner preo uni je lrai caliye jacche etay birat bjaparà¥¤ tbe ekhn lekha lekhir sbadhiinta bangladeshe acheà¥¤,,Positive,
2574,unar cinta cetna bhaloà¥¤ tbe cintar prtiphln ta jdi pjetibh hto allah uttm jaja dan krtenà¥¤ allah hedayat dan krun amin,,Neutral,
2575,erkm mhila kon deshete jajà¦¼ga deojà¦¼ata thik na er jajà¦¼ga deojà¦¼a thik israile mner bhab jemn israili agrasn mne hiteche ijrajà¦¼elii mne hjà¦¼ kono gojà¦¼enda shakhajà¦¼ kaj kre jaihok scetn manush hiche kon deshe jajà¦¼ga dejà¦¼ nai sbar kache ril shubhkamna,,Negative,
2576,"ei hlud midijà¦¼ader khajà¦¼e dhuujà¦¼e kon kaj nai to,tai bjashjar sathe alapcarita krtecheà¥¤",,Negative,
2577,"unar desh tjager smy ami chot, kkhno dekhini tbuo tar nam shunle ami bhy petam, aj ami tar onusrnkarià¥¤",,Positive,
2578,amader mymnsingher klngk se,,Negative,
2579,apnake onek onek dhnjbadà¥¤ apnar srbsb shkti diye nipiirit jn manusher jnj likhe jacchenà¥¤ kintu ta rajakare birudde jaccheà¥¤etai duhkhà¥¤ bhal thakbenà¥¤,,Positive,
2580,hum sona desh e aso bangladesh er manush tomar jnj opeksha kretche prcur adr krbeðŸ˜ ðŸ˜,,Neutral,
2581,tini et sundrii mhila ja ami kkhno dekhiniâ€¦,,Neutral,
2582,khub khub cmtkar,,Positive,
2583,"cti lekhika tinià¥¤ na tar lekha uncumaner sahitj, na tar cinta theke kon diknirdeshna paoya jay ja manusher jiibnke unnt kreà¥¤ se ekjn bishà§ƒngkhlakariià¥¤ e dhrner manusher jnji nishedhajna, shastir bjbstha thaka ucità¥¤",,Negative,
2584,uni emn ekjn lekhika jini nije narii hyeo nijer bjktitb o soundrj nariitber majhe phutiye tulte na pere purusher mdhje nariitb ke khujte cayà¥¤orthat tini smaje nijeke narii hisebe tule dhrte osbstibodh krcheà¥¤,,Negative,
2585,apnake tariye desh ekjn stj ba ucit blar manush hariyechenà¥¤,,Positive,
2586,tar sahitj man khubi nimn manerà¥¤,,Negative,
2587,tini ekjn sahsii nariià¥¤ koti koti nariir mner bhetrer na blte para prtibadà¥¤à¥¤à¥¤,,Positive,
2588,tini to ekjn critr hrn karii lekhiikaà¥¤ allah unake hedayet dan kren,,Negative,
2589,diirghjiibi hok bon,,Positive,
2590,tini khub bhal pathkà¥¤,,Positive,
2591,apnake onek onek dhnjbad â™¥ï¸â™¥ï¸â™¥ï¸,,Positive,
2592,odhikangsh muslman unar lekhar biruddheà¥¤ ami bishber muslim nariider jnj khubi duhkhjnk bishjà¦¼à¥¤,,Neutral,
2593,"amader desher nariibadiider jnj otjnt onukrniiy o onu smrniiy hte paren tini! karn, tar mto critr o mansik dà§ƒrhta tadero pryeajn! hyto onekei itimdhje take adrsh mante shuru krechen!",,Positive,
2594,stjii apnar cinta amar jnj mhan. apni sbsmjà¦¼ onjder jnj cinta kren,,Positive,
2595,papishth ek atma or bhitre bsbas kre toba kre phire eso islamer shushiitl chayay,,Negative,
2596,onek br pheraun,,Negative,
2597,allah tomar mnggl kruk,,Positive,
2598,stji blechen uni ami nijeo unake smarthn kri sirayasli kintu pro ninda ba tirskarer bhy hyà¥¤,,Positive,
2599,apni meyeder jnj ja krechen tar jnj prtiti manush apnake mne rakhbeà¥¤,,Positive,
2600,amar dekha osadharn prtibadii nariià¥¤ aj kichu nongra unmocn krechen blei gaye phoska preche taderà¥¤,,Positive,
2601,tar ktha blar bhnggi hà§ƒdy chunye deyà¥¤ take dekhle prem ar sprsh dutoi pran phire payà¥¤,,Positive,
2602,ek bishisht prtibadii lekhk à¥¤ klm clukà¥¤,,Positive,
2603,se bishb sbhjtar jnj humki desher niraptta shanti shà§ƒngkhla ebng sbabhabik gtir jnj humki shanti birajman sushà§ƒngkhl jati hisebe bangladesher je sunam rjà¦¼eche tar asar sathe sathe tar bjtjjà¦¼ ghtbe tar dajà¦¼ dajà¦¼itb ke nebe ei kulanggar rakshs oruci kurucipuurn lekhar jnj take phansir rshite jhulano ucit,,Negative,
2604,"deshe phire asar odhikar apnar ache, ami cai apni deshe ese shantipuurn jiibn japn krun, srkarer ucit niraptta bidhan kra à¥¤",,Positive,
2605,iishbr tomar mnggl kruk bharter mharashtr o gojà¦¼a theke,,Positive,
2606,obshji deshe pherar odhikar ache à¥¤,,Neutral,
2607,sbsmjà¦¼ prijà¦¼ ðŸ–¤,,Positive,
2608,"tini obhimanii snggramii, kshtke sbecchay bhnkarii tar jnj allah shay hok, nishcy allah srb mhan prakrmshalii prjnamy!",,Positive,
2609,amar priy lekhika apni chilen achen asha rakhi thakben oà¥¤,,Positive,
2610,"apni chadà¦¼a bangladesh nirapd, karn apni smsja sà§ƒshtikariià¥¤ apni srbda nagrik osthirta sà§ƒshti krenà¥¤",,Negative,
2611,khub bhalo kaj hyecheà¥¤ sadhu sadhuà¥¤,,Positive,
2612,nsht se,,Negative,
2613,"ekjn sahsii mhila, se sjalut paojà¦¼ar jogj ðŸ¥°",,Positive,
2614,"ei islam bidbeshii narii se tar kà§ƒtkrmer saja dunijà¦¼atei bhog kre jacche, akherate ki hjà¦¼ allahpaki bhal jane? allah take hedajà¦¼et dan krun amiinà¥¤",,Neutral,
2615,"bhalo manusher bangladeshe kono dam nai eitai tar prman,bangladeshe dam thake durniiti ar srkarer tel makha camcaraðŸ¤™ðŸ¤™",,Neutral,
2616,se ekjn pthbhrsht nariià¥¤ onar lekhajà¦¼ prishkarbhabe bujha jajà¦¼ uni ekjn islambidbeshii manushà¥¤ jara muslman hjà¦¼eo onar catukaritajà¦¼ lipt taderke allah hedajà¦¼et dan krukà¥¤ amin,,Negative,
2617,"ei deshe jdi se thakto,mhilader kapdà¦¼ pdà¦¼a lagtona,,,,",,Negative,
2618,ami unake narii odhikarer prti tar smrthner jnj shubhkamna janaià¥¤,,Positive,
2619,duur duur shytan mhilaà¥¤,,Negative,
2620,"nindit lekhika, bjad omenà¥¤",,Negative,
2621,apnake ar keu saport kruk na kruk onek din theke ami apnake saport kre aschi ebng jtdin ei pà§ƒthibiite bence thakbo ttdin ami apnake saport krei jabo à§§à§¦à§¦% ðŸ¥€âœ…ðŸ‘â˜ï¸,,Positive,
2622,stjii bednadayk shesh byse jen deshe phirte parenà¥¤ onek shubhkamna rilà¥¤,,Positive,
2623,tumi nijei osusth mner ekjn manush! susth smaj tumi kibhabe caite parea,,Negative,
2624,critrhiina mhila tomar mukhe bangladesher nam na neoya bhalo à¥¤ jekhane ach nijeke biliye dicch sei mati sei manush tomar jnj allah tomar kpale likhe rakhche !,,Negative,
2625,"nrtkiir likha pre,keo bhal hy na, nrtkii i hyà¥¤",,Negative,
2626,ekta sbadhiin sarbbhoum gntantrik rashtr onjayer prtibadi manushke nirbasne thakte hy eta onek br ljjar,,Positive,
2627,lmpt mhilar kothao jayga hynià¥¤ shesh prjnt indiyay à¥¤,,Negative,
2628,"""bangladesher je kjn namiidamii prstitiut ryeche tar mdhje se onjtm"" emn shironam hlei miltoà¥¤",,Negative,
2629,tar bangladesher baire thakai amader jnj bhaloà¥¤,,Neutral,
2630,"je kthin stjgulo manush blte sahs kre na seiguli blechen kingba likhechen, osngkhj dhnjbad didi apnake",,Positive,
2631,ei obhdr mhila tor kache jara bhdrta shikhben tarai to bdà¦¼ obhdr tui ja likhis egula to bhdrta shekha jajà¦¼ na shudhu nongrami nshtami shekhar jnj jthesht tor mt nongra narii banglar matite jaga na hojà¦¼ate ami khubi khushi ebng anndit ei muslmaner matite jen tor mt nongra narii kondin pa na rakhe muslmaner desheei dojà¦¼ai kri ami amar allahr kache,,Negative,
2632,prshn ril bak sbdhinta manei ki dhrmer biruddhe bla,,Neutral,
2633,stj pthei badha pà§ƒthibiir niym,,Neutral,
2634,ei mhilar prti amar bindumatr kruna neià¥¤ kint tarpro deshe pherar odhikar sbari acheà¥¤ ekthay ami ekmtà¥¤,,Neutral,
2635,"tomake ojsr bhalbasaà¥¤ sei dhaka medikel kleje tomake cintam, likhe jaoà¥¤ bhalbasa rilà¥¤ ðŸŒ¹ðŸŒ¹ðŸŒ¹ diirghjiibn bence thakoà¥¤",,Positive,
2636,apnake antrik bhabe dhnjbad janacchi,,Positive,
2637,"tar sb lekhay pchnd hte hbe ota br bishy na tar kichu lekha amar onek bhalo lage,, ami tanke pchnd kri",,Positive,
2638,er prer thikana jen tar amajan bne hy karn oni manusher lekhk ny,,Negative,
2639,osmbhb tar kache sbhjta asha kra bhul,,Negative,
2640,"stjii duhkher je, amader deshe baksbadhiinta nei.....",,Neutral,
2641,phire asar drkar neià¥¤ stjii nirljj mhilaà¥¤,,Negative,
2642,bhalo lekhk,,Positive,
2643,unii stjikarer ekjn smaj sngskarkà¥¤jara smajer sngskar cajà¦¼ na tara to unake opchnd krbe etai sbabhabikà¥¤ kintu jara stjii smajer sngskar cajà¦¼ uni tader kache ekjn sahsii o snmaniijà¦¼ bekti amio tader mdhje ekjnà¥¤,,Positive,
2644,ami tomake bhalobasiâ™¥ï¸,,Positive,
2645,shilda hukaiya geche kastmaro kme geche ðŸ˜‰ðŸ˜„ðŸ˜ŽðŸ˜,,Negative,
2646,"tar cokhe shudhu ektimatr dhrm islam smsja, karn ei dhrmi nariider sb cheye beshi smman diyecheà¥¤ kintu nirljj behaya se ta cayna",,Negative,
2647,tini ekjn mhan lekhkà¥¤ tini jdi kon onjajà¦¼ kre thaken tar bicar krbe kintu nirbicare take phirte na parajà¦¼ dhrmandhder kache shant hojà¦¼a ucit njà¦¼à¥¤,,Positive,
2648,emn ekti manush ke onjaykariira je dabiye rakhte parche tate khub mnhpiira onubhb krchi à¥¤,,Neutral,
2649,osadharn ekjn manush,,Positive,
2650,onake deshe phirte deoya ucità¥¤,,Positive,
2651,shudhu bangladeshe ny duniya akhirat kothao tr thakar odhikar neià¥¤,,Negative,
2652,ahamri kono lekhk nn tinià¥¤,,Negative,
2653,tini ekjn bikà§ƒt mansiktar manush chara kichui nn amar kache ðŸ™,,Negative,
2654,apnar prtibad calijà¦¼e jan ekdin smaj muulâ€jayn krbe,,Neutral,
2655,likhte thakun amra prte thaki stjtai likhen tatei clbeà¥¤ apnar jnj shubh kamna ril....,,Positive,
2656,didi apni aro likhunà¥¤ bangla o ingrejiteo likhunà¥¤ moulbadiider mukhosh khule dinà¥¤ aro bjapk bhabeà¥¤,,Positive,
2657,"take sahitjik bla thik ny,,,karn tar lekhnite temn kon sahitj gun nei,,",,Negative,
2658,nrtoki kiser lekhk,,Negative,
2659,prtibadii lekhika -tomake hajaro salamà¥¤â¤ï¸â¤ï¸â¤ï¸,,Positive,
